hour_of_day,day_of_week,month,holiday,weekday,summertime,temp,dew,humidity,precip,snow,snowdepth,windspeed,cloudcover,visibility,increase_stock
20,5,3,0,0,1,22.7,9.4,42.79,0.0,0,0.0,19.8,79.3,16.0,low_bike_demand
15,0,6,0,1,1,32.7,16.7,38.37,0.0,0,0.0,16.5,47.9,16.0,low_bike_demand
0,3,7,0,1,1,25.8,22.1,80.2,0.0,0,0.0,13.5,45.6,16.0,low_bike_demand
6,0,2,1,1,0,1.4,-7.3,52.31,0.0,0,0.0,7.8,24.4,16.0,low_bike_demand
21,4,11,0,1,0,13.5,2.4,46.99,0.0,0,0.0,11.0,0.0,16.0,low_bike_demand
11,4,6,0,1,1,27.8,13.1,40.43,0.0,0,0.0,18.1,24.4,16.0,low_bike_demand
19,1,4,0,1,1,18.2,9.3,56.09,0.0,0,0.0,7.9,79.3,16.0,low_bike_demand
16,6,5,0,0,1,24.9,16.1,58.22,0.0,0,0.0,21.4,52.9,16.0,low_bike_demand
2,2,3,0,1,1,13.2,11.2,87.26,0.0,0,0.0,11.2,100.0,16.0,low_bike_demand
14,4,7,0,1,1,31.5,20.8,52.94,0.0,0,0.0,11.7,84.3,16.0,low_bike_demand
0,5,3,0,0,0,15.5,-2.8,28.14,0.0,0,0.0,20.4,89.1,16.0,low_bike_demand
3,3,6,0,1,1,18.7,6.8,45.81,0.0,0,0.0,12.5,82.3,16.0,low_bike_demand
17,3,2,0,1,0,12.2,-8.5,22.76,0.0,0,0.0,10.1,0.0,16.0,low_bike_demand
5,2,11,0,1,0,2.0,-2.4,72.65,0.0,0,0.0,0.0,25.3,16.0,low_bike_demand
14,1,5,0,1,1,22.7,3.3,28.22,0.0,0,0.0,25.3,26.4,16.0,low_bike_demand
1,3,10,0,1,1,6.9,1.1,66.59,0.0,0,0.0,10.7,46.2,16.0,low_bike_demand
0,0,9,0,1,1,16.8,10.0,64.2,0.0,0,0.0,7.3,0.0,16.0,low_bike_demand
14,6,4,0,0,1,13.3,-3.3,31.55,0.0,0,0.0,31.0,46.6,16.0,high_bike_demand
13,2,1,0,1,0,6.7,1.0,67.16,0.0,0,0.0,12.7,89.1,16.0,low_bike_demand
5,3,5,0,1,1,22.1,20.7,91.6,0.0,0,0.0,16.3,100.0,16.0,low_bike_demand
11,6,11,0,0,0,7.3,-1.0,55.3,0.0,0,0.0,14.6,24.4,16.0,low_bike_demand
11,6,6,0,0,1,20.6,10.6,52.79,0.0,0,0.0,5.8,61.2,16.0,high_bike_demand
14,2,7,0,1,1,32.2,17.1,40.62,0.0,0,0.0,8.0,24.4,16.0,low_bike_demand
7,3,12,0,1,0,2.7,-8.3,44.04,0.0,0,0.0,13.4,25.8,16.0,low_bike_demand
20,1,1,0,1,0,1.7,-7.7,49.75,0.0,0,0.0,33.9,100.0,16.0,low_bike_demand
6,3,7,0,1,1,23.6,21.6,88.88,0.0,0,0.0,4.8,86.5,14.9,low_bike_demand
3,6,1,0,0,0,4.8,-0.8,67.13,0.0,0,0.0,10.9,44.6,16.0,low_bike_demand
10,1,8,0,1,1,28.8,21.1,63.23,0.0,0,0.0,18.1,27.2,16.0,low_bike_demand
4,1,3,0,1,1,9.5,4.7,72.13,0.0,0,0.0,5.4,0.0,16.0,low_bike_demand
7,2,6,0,1,1,24.9,22.8,88.22,0.0,0,0.0,17.9,64.4,16.0,low_bike_demand
0,6,4,0,0,1,15.9,13.0,82.48,0.0,0,0.0,7.8,89.1,16.0,low_bike_demand
21,5,12,0,0,0,-8.4,-15.6,56.12,0.0,0,0.0,14.1,25.3,16.0,low_bike_demand
2,2,4,0,1,1,16.9,10.0,64.07,0.0,0,0.0,0.4,0.0,16.0,low_bike_demand
22,5,6,0,0,1,26.8,19.4,64.01,0.0,0,0.0,0.4,88.9,16.0,low_bike_demand
1,6,1,0,0,0,1.7,-5.0,61.44,0.0,0,0.0,11.4,24.4,16.0,low_bike_demand
2,1,9,0,1,1,22.7,20.6,88.15,0.0,0,0.0,0.5,69.6,16.0,low_bike_demand
19,5,11,0,0,0,6.6,-1.2,57.6,0.0,0,0.0,13.9,90.1,16.0,low_bike_demand
9,4,5,0,1,1,21.6,12.9,57.63,0.0,0,0.0,14.8,82.3,16.0,low_bike_demand
23,0,1,0,1,0,4.7,-5.6,47.03,0.0,0,0.0,0.8,0.0,16.0,low_bike_demand
22,1,2,0,1,0,1.1,-5.1,63.58,0.0,0,5.43,34.6,100.0,16.0,low_bike_demand
1,5,4,0,0,1,16.4,3.6,42.47,0.0,0,0.0,0.4,88.3,16.0,low_bike_demand
2,6,6,0,0,1,26.1,20.1,69.84,0.0,0,0.0,12.2,56.1,16.0,low_bike_demand
17,1,12,0,1,0,4.3,-6.2,46.53,0.0,0,0.0,14.4,85.1,16.0,low_bike_demand
15,0,9,0,1,1,26.0,8.4,32.79,0.0,0,0.0,18.1,50.9,16.0,high_bike_demand
3,4,12,1,1,0,10.0,9.0,93.16,0.0,0,0.0,0.0,100.0,7.1,low_bike_demand
11,1,6,0,1,1,27.2,21.7,71.73,0.0,0,0.0,14.3,72.0,16.0,low_bike_demand
1,1,4,0,1,1,14.8,7.7,62.27,0.0,0,0.0,5.2,94.3,16.0,low_bike_demand
5,3,12,0,1,0,4.2,-7.8,41.08,0.0,0,0.0,28.6,26.2,16.0,low_bike_demand
12,4,1,0,1,0,3.7,-7.2,44.89,0.0,0,0.11,8.6,92.8,16.0,low_bike_demand
1,4,4,0,1,1,13.7,7.9,67.76,0.0,0,0.0,13.4,100.0,16.0,low_bike_demand
14,1,11,0,1,0,11.2,-0.7,43.72,0.0,0,0.0,11.3,24.4,16.0,low_bike_demand
21,0,6,0,1,1,22.0,12.7,55.55,0.0,0,0.0,19.2,68.0,16.0,low_bike_demand
14,3,4,0,1,1,21.0,11.1,53.05,0.0,0,0.0,10.8,84.3,16.0,high_bike_demand
5,6,7,0,0,1,26.3,23.1,82.89,0.0,0,0.0,0.0,3.2,13.3,low_bike_demand
7,1,8,0,1,1,25.4,21.6,79.69,0.0,0,0.0,7.7,24.4,16.0,low_bike_demand
3,2,10,0,1,1,11.0,7.7,80.17,0.0,0,0.0,7.4,0.0,15.9,low_bike_demand
17,0,12,0,1,0,19.4,10.7,57.11,0.0,0,0.0,22.0,64.4,16.0,high_bike_demand
23,5,7,0,0,1,23.5,16.2,63.47,0.0,0,0.0,12.1,89.1,16.0,low_bike_demand
15,4,7,0,1,1,25.5,22.3,82.42,0.009,0,0.0,9.3,55.0,16.0,low_bike_demand
16,5,10,0,0,1,22.1,17.2,73.64,0.0,0,0.0,18.5,94.3,16.0,high_bike_demand
22,0,4,0,1,1,11.9,7.2,72.95,0.0,0,0.0,10.8,24.4,15.6,low_bike_demand
18,6,4,0,0,1,24.7,10.2,40.08,0.018,0,0.0,14.6,98.8,16.0,low_bike_demand
5,4,6,0,1,1,20.5,18.9,90.3,0.467,0,0.0,14.4,100.0,15.3,low_bike_demand
14,5,7,0,0,1,27.1,16.7,52.78,0.0,0,0.0,17.9,83.9,16.0,high_bike_demand
21,5,1,0,0,0,-4.5,-17.8,34.71,0.0,0,0.73,29.5,0.0,16.0,low_bike_demand
5,0,3,0,1,1,8.2,-2.2,47.88,0.0,0,0.0,20.7,24.4,16.0,low_bike_demand
6,3,3,0,1,0,2.6,1.0,89.3,0.0,0,0.0,6.7,89.1,13.8,low_bike_demand
9,1,7,0,1,1,27.2,18.9,60.81,0.0,0,0.0,14.8,81.1,16.0,high_bike_demand
8,5,12,0,0,0,12.1,9.4,83.28,0.508,0,0.0,14.6,99.5,16.0,low_bike_demand
9,5,7,0,0,1,22.7,20.7,88.44,0.037,0,0.0,19.4,98.3,15.8,low_bike_demand
23,6,5,0,0,1,17.1,12.2,72.96,0.0,0,0.0,11.0,83.9,16.0,low_bike_demand
15,4,5,0,1,1,17.8,6.7,48.15,0.0,0,0.0,23.7,68.5,16.0,low_bike_demand
15,0,1,1,1,0,15.8,8.3,60.91,0.0,0,0.0,14.7,98.8,16.0,high_bike_demand
8,6,2,0,0,0,1.9,-4.8,61.27,0.0,0,0.0,6.7,79.3,16.0,low_bike_demand
18,6,2,0,0,0,1.1,-5.0,64.03,0.0,0,0.1,14.3,94.3,16.0,low_bike_demand
21,2,11,1,1,0,20.1,20.1,99.89,0.022,0,0.0,9.3,100.0,8.9,low_bike_demand
16,2,12,0,1,0,5.6,-2.1,57.48,0.0,0,0.0,7.7,84.5,16.0,low_bike_demand
12,4,3,0,1,1,14.3,0.6,39.25,0.0,0,0.0,27.3,91.1,16.0,low_bike_demand
11,5,8,0,0,1,28.7,20.7,61.93,0.0,0,0.0,9.6,82.5,16.0,high_bike_demand
16,0,3,0,1,1,10.6,-8.5,25.36,0.0,0,0.0,11.2,79.3,16.0,high_bike_demand
17,4,9,0,1,1,20.6,2.8,30.87,0.0,0,0.0,26.9,0.0,16.0,high_bike_demand
4,3,10,0,1,1,16.0,14.3,89.51,0.83,0,0.0,8.9,99.6,14.2,low_bike_demand
8,5,5,0,0,1,23.2,15.6,62.29,0.0,0,0.0,17.7,32.7,16.0,low_bike_demand
23,3,11,0,1,0,12.1,8.9,80.72,0.0,0,0.0,0.7,79.3,11.4,low_bike_demand
7,1,4,0,1,1,14.9,13.3,90.49,0.0,0,0.0,7.2,100.0,2.5,low_bike_demand
3,5,2,0,0,0,-8.4,-18.4,44.13,0.0,0,0.0,22.1,0.0,16.0,low_bike_demand
12,0,12,0,1,0,5.6,3.9,89.04,4.468,0,0.0,12.7,100.0,5.2,low_bike_demand
18,4,1,0,1,0,7.1,-1.2,55.57,0.0,0,0.0,29.0,100.0,16.0,high_bike_demand
0,4,7,0,1,1,23.3,20.0,81.97,0.0,0,0.0,23.1,100.0,16.0,low_bike_demand
15,2,10,0,1,1,21.6,10.6,49.58,0.0,0,0.0,27.6,24.4,16.0,high_bike_demand
13,5,3,0,0,1,20.5,12.9,61.4,0.0,0,0.0,25.6,89.3,16.0,high_bike_demand
11,2,2,0,1,0,-0.7,-12.2,41.44,0.0,0,0.02,13.4,81.1,16.0,low_bike_demand
6,0,6,0,1,1,13.0,4.4,55.97,0.0,0,0.0,7.1,79.3,16.0,low_bike_demand
23,1,9,0,1,1,15.5,5.0,49.59,0.0,0,0.0,16.4,27.2,16.0,low_bike_demand
4,1,12,0,1,0,8.3,1.8,63.45,0.0,0,0.0,7.3,89.3,16.0,low_bike_demand
13,5,4,0,0,1,17.8,1.5,33.44,0.0,0,0.0,14.3,96.8,16.0,high_bike_demand
10,1,11,0,1,0,3.7,-2.7,62.84,0.0,0,0.0,9.0,100.0,16.0,low_bike_demand
12,3,11,0,1,1,9.9,0.6,52.18,0.0,0,0.0,5.4,91.1,16.0,low_bike_demand
5,4,7,0,1,1,24.3,22.9,92.03,0.0,0,0.0,7.5,72.9,15.6,low_bike_demand
20,1,8,0,1,1,24.3,21.2,82.8,0.337,0,0.0,0.1,60.5,16.0,low_bike_demand
16,0,1,0,1,0,8.3,-1.3,51.05,0.0,0,0.0,25.3,100.0,16.0,low_bike_demand
19,2,10,0,1,1,22.0,18.9,82.45,0.0,0,0.0,0.0,44.6,16.0,low_bike_demand
23,1,5,0,1,1,18.7,17.2,90.96,0.0,0,0.0,10.6,44.6,15.6,low_bike_demand
20,5,9,0,0,1,21.0,18.9,87.74,0.022,0,0.0,10.5,98.1,13.1,low_bike_demand
2,5,3,0,0,1,9.2,1.8,59.81,0.0,0,0.0,24.1,100.0,16.0,low_bike_demand
4,1,11,0,1,0,2.6,-1.8,72.92,0.0,0,0.0,10.7,86.1,16.0,low_bike_demand
12,6,2,0,0,0,5.5,2.8,82.68,0.0,0,0.0,16.4,100.0,14.2,low_bike_demand
22,4,1,0,1,0,-1.3,-12.9,40.98,0.0,0,0.0,24.0,86.1,16.0,low_bike_demand
6,6,5,0,0,1,23.2,18.8,76.55,0.0,0,0.0,13.0,81.3,16.0,low_bike_demand
0,2,4,0,1,1,7.8,-2.8,47.13,0.0,0,0.0,16.3,86.5,16.0,low_bike_demand
8,4,1,1,1,0,2.8,-3.9,61.35,0.0,0,0.0,15.9,100.0,16.0,low_bike_demand
8,5,7,0,0,1,25.5,20.0,71.92,0.0,0,0.0,16.0,81.3,16.0,low_bike_demand
19,4,2,0,1,0,3.8,-10.0,35.9,0.0,0,0.0,22.8,24.4,16.0,low_bike_demand
13,2,10,0,1,1,21.2,19.5,90.12,0.0,0,0.0,11.4,99.2,16.0,low_bike_demand
23,3,2,0,1,0,12.4,9.6,83.2,0.0,0,0.0,26.0,99.6,16.0,low_bike_demand
16,4,8,0,1,1,28.2,19.4,58.94,0.0,0,0.0,11.2,84.7,16.0,high_bike_demand
18,1,1,0,1,0,7.2,6.3,93.54,0.0,0,0.0,7.1,99.6,14.2,high_bike_demand
20,4,3,0,1,0,19.2,-0.6,26.4,0.0,0,0.0,10.4,44.6,16.0,low_bike_demand
15,3,8,0,1,1,29.8,14.4,39.14,0.0,0,0.0,19.5,26.4,16.0,high_bike_demand
5,1,2,0,1,0,1.9,-4.8,61.04,0.0,0,0.0,15.6,0.0,16.0,low_bike_demand
13,3,8,0,1,1,28.3,14.3,42.48,0.0,0,0.0,5.6,26.4,16.0,low_bike_demand
9,4,7,0,1,1,26.7,20.7,69.47,0.0,0,0.0,14.8,24.4,16.0,low_bike_demand
7,5,9,0,0,1,9.8,2.1,58.91,0.0,0,0.0,21.2,32.7,16.0,low_bike_demand
3,6,8,0,0,1,24.2,22.8,92.11,0.0,0,0.0,6.7,87.1,16.0,low_bike_demand
19,1,4,0,1,1,9.9,-4.9,34.7,0.0,0,0.0,31.3,99.6,16.0,low_bike_demand
20,0,3,0,1,1,11.6,-3.5,34.62,0.0,0,0.0,7.1,0.0,16.0,low_bike_demand
21,2,10,0,1,1,20.4,18.8,90.38,0.0,0,0.0,6.7,44.6,15.9,low_bike_demand
5,6,6,0,0,1,21.9,18.2,79.42,0.0,0,0.0,9.0,44.6,15.8,low_bike_demand
10,6,5,0,0,1,18.4,7.7,49.45,0.0,0,0.0,16.3,80.3,15.9,low_bike_demand
20,4,5,0,1,1,13.3,9.9,80.03,0.0,0,0.0,14.6,91.7,16.0,low_bike_demand
13,0,11,0,1,0,9.9,-2.7,41.17,0.0,0,0.0,29.1,89.3,16.0,low_bike_demand
6,3,1,0,1,0,-1.3,-6.3,68.98,0.0,0,0.0,9.0,99.8,16.0,low_bike_demand
15,4,1,0,1,0,8.7,0.0,54.44,0.0,0,0.0,34.7,89.3,16.0,low_bike_demand
18,0,4,0,1,1,18.3,5.6,43.13,0.0,0,0.0,18.3,79.3,16.0,high_bike_demand
6,4,3,0,1,1,10.0,-0.9,46.82,0.0,0,0.0,9.7,94.6,16.0,low_bike_demand
22,0,3,0,1,1,4.9,-8.5,37.31,0.0,0,0.0,8.3,79.3,16.0,low_bike_demand
8,6,7,0,0,1,26.4,18.1,60.19,0.0,0,0.0,0.0,80.3,13.3,low_bike_demand
16,3,3,0,1,0,12.2,-8.2,23.29,0.0,0,0.0,27.5,80.3,16.0,low_bike_demand
10,5,9,0,0,1,18.5,11.1,61.84,0.0,0,0.0,0.0,24.4,16.0,high_bike_demand
21,4,6,0,1,1,24.8,18.8,69.4,0.0,0,0.0,17.1,68.3,16.0,low_bike_demand
5,3,10,0,1,1,4.1,1.6,83.55,0.0,0,0.0,10.6,25.3,16.0,low_bike_demand
11,0,6,0,1,1,28.4,22.2,69.01,0.0,0,0.0,11.0,26.4,16.0,low_bike_demand
22,1,4,0,1,1,8.7,-3.9,40.79,0.0,0,0.0,23.7,96.0,16.0,low_bike_demand
18,6,9,0,0,1,23.3,18.2,72.9,0.0,0,0.0,9.4,65.9,16.0,high_bike_demand
8,4,10,0,1,1,13.4,8.3,71.26,0.0,0,0.0,9.9,24.4,16.0,high_bike_demand
1,1,6,0,1,1,25.2,19.2,69.36,0.0,0,0.0,4.8,79.3,16.0,low_bike_demand
13,0,11,0,1,0,21.4,14.3,64.21,0.0,0,0.0,11.0,24.4,16.0,low_bike_demand
11,1,11,0,1,0,4.3,-2.9,59.6,0.0,0,0.0,14.6,99.6,16.0,low_bike_demand
16,6,1,0,0,0,9.3,-5.8,33.9,0.0,0,0.0,15.8,44.6,16.0,low_bike_demand
23,4,7,0,1,1,27.5,22.2,72.8,0.0,0,0.0,10.3,34.5,15.6,low_bike_demand
15,4,3,0,1,0,5.5,1.6,75.96,0.267,0,0.0,14.4,100.0,16.0,low_bike_demand
7,5,2,0,0,0,-0.7,-8.2,56.72,0.0,0,0.0,28.6,28.0,16.0,low_bike_demand
22,1,8,0,1,1,26.2,17.2,57.77,0.0,0,0.0,0.2,25.8,16.0,low_bike_demand
11,1,6,0,1,1,24.9,8.8,35.98,0.0,0,0.0,18.4,44.6,16.0,low_bike_demand
21,6,11,0,0,0,8.4,-0.1,55.17,0.0,0,0.0,14.0,79.3,16.0,low_bike_demand
2,4,11,0,1,0,8.3,-1.2,51.11,0.0,0,0.0,13.2,79.3,16.0,low_bike_demand
4,3,11,0,1,0,0.7,-3.0,76.15,0.0,0,0.0,4.8,24.4,16.0,low_bike_demand
8,4,2,0,1,0,3.8,-7.3,44.35,0.0,0,0.0,20.2,98.8,16.0,low_bike_demand
9,2,4,0,1,1,20.7,14.0,65.4,0.0,0,0.0,7.7,79.3,16.0,low_bike_demand
8,0,3,0,1,1,7.6,-2.2,50.02,0.0,0,0.0,10.8,0.0,16.0,high_bike_demand
3,6,12,0,0,0,-9.1,-14.4,65.6,0.0,0,0.0,5.0,0.0,16.0,low_bike_demand
6,0,5,0,1,1,18.2,17.2,93.66,0.0,0,0.0,4.8,83.1,15.5,low_bike_demand
5,6,5,0,0,1,15.9,12.1,78.22,0.0,0,0.0,11.9,70.1,16.0,low_bike_demand
23,0,9,1,1,1,22.4,14.4,60.86,0.0,0,0.0,0.5,44.6,16.0,low_bike_demand
22,2,12,0,1,0,3.7,-5.7,50.34,0.0,0,0.0,12.3,99.8,16.0,low_bike_demand
8,2,4,0,1,1,14.9,6.6,57.74,0.0,0,0.0,12.5,79.3,16.0,high_bike_demand
8,6,9,0,0,1,19.1,15.6,79.79,0.0,0,0.0,11.9,0.0,16.0,low_bike_demand
0,1,1,0,1,0,5.5,1.1,73.16,0.0,0,0.0,0.4,100.0,16.0,low_bike_demand
9,3,3,0,1,0,8.3,-1.7,49.31,0.0,0,0.0,18.4,24.4,16.0,low_bike_demand
7,4,12,1,1,0,2.8,-0.5,78.61,0.143,0,0.0,27.5,99.2,16.0,low_bike_demand
23,5,8,0,0,1,25.9,20.0,70.1,0.0,0,0.0,12.5,79.3,16.0,low_bike_demand
2,1,9,0,1,1,22.6,18.3,76.75,0.0,0,0.0,7.3,82.2,16.0,low_bike_demand
23,4,11,0,1,0,3.6,-5.6,51.03,0.0,0,0.0,9.3,0.0,16.0,low_bike_demand
12,1,1,0,1,0,-3.9,-17.2,34.87,0.0,0,0.0,18.7,0.0,16.0,low_bike_demand
13,6,10,0,0,1,8.8,6.2,83.81,0.018,0,0.0,19.2,98.2,16.0,low_bike_demand
7,0,7,0,1,1,22.1,17.2,73.85,0.0,0,0.0,9.2,87.2,16.0,low_bike_demand
1,2,12,0,1,0,4.8,-1.8,62.6,0.0,0,0.0,5.9,24.4,16.0,low_bike_demand
16,0,4,0,1,1,17.8,-3.3,23.51,0.0,0,0.0,7.5,0.0,16.0,high_bike_demand
5,3,1,0,1,0,-0.3,-1.5,91.26,0.0,0,0.0,0.0,24.4,11.5,low_bike_demand
20,5,6,0,0,1,23.6,11.3,45.92,0.0,0,0.0,17.0,44.6,16.0,low_bike_demand
7,6,9,0,0,1,18.1,14.9,81.42,0.0,0,0.0,6.7,24.4,16.0,low_bike_demand
4,5,7,0,0,1,21.7,20.2,90.86,7.246,0,0.0,16.1,99.0,4.7,low_bike_demand
2,0,12,0,1,0,4.3,1.7,83.17,0.0,0,0.0,14.5,29.7,16.0,low_bike_demand
13,4,2,0,1,0,9.3,-6.7,31.74,0.0,0,0.0,9.3,81.3,16.0,low_bike_demand
3,0,10,0,1,1,13.8,12.8,93.95,0.0,0,0.0,12.8,100.0,15.9,low_bike_demand
21,6,10,0,0,1,13.6,3.0,48.86,0.0,0,0.0,12.4,44.6,16.0,low_bike_demand
6,1,12,0,1,0,0.5,-6.6,58.84,0.0,0,0.0,14.0,44.6,16.0,low_bike_demand
20,2,8,0,1,1,29.9,18.5,50.48,0.0,0,0.0,15.7,0.0,16.0,high_bike_demand
9,6,2,0,0,0,5.4,-1.7,59.89,0.0,0,0.0,11.3,92.3,16.0,low_bike_demand
15,0,10,0,1,1,17.8,13.3,75.06,0.0,0,0.0,16.0,100.0,16.0,high_bike_demand
15,1,4,0,1,1,25.0,12.7,46.23,0.0,0,0.0,18.2,24.4,16.0,high_bike_demand
14,1,3,0,1,1,4.8,-11.2,30.19,0.0,0,0.0,18.6,24.4,16.0,low_bike_demand
14,5,7,0,0,1,22.0,19.9,87.98,0.6759999999999999,0,0.0,23.0,100.0,4.8,low_bike_demand
1,5,2,0,0,0,1.1,-7.9,51.26,0.0,0,0.0,28.6,45.6,16.0,low_bike_demand
23,6,9,0,0,1,17.3,9.4,59.76,0.0,0,0.0,7.4,0.0,16.0,low_bike_demand
1,5,9,0,0,1,19.8,17.1,84.54,0.0,0,0.0,8.8,46.2,16.0,low_bike_demand
20,1,6,0,1,1,30.3,15.5,40.7,0.0,0,0.0,9.9,32.7,16.0,low_bike_demand
6,5,2,0,0,0,-8.4,-18.4,44.35,0.0,0,0.0,12.8,0.0,16.0,low_bike_demand
19,5,10,0,0,1,19.9,11.7,59.03,0.0,0,0.0,17.8,100.0,16.0,low_bike_demand
23,5,11,0,0,0,5.4,-3.8,51.68,0.0,0,0.0,10.6,0.0,16.0,low_bike_demand
13,6,2,0,0,0,11.2,-0.9,43.14,0.0,0,0.0,22.3,80.3,16.0,high_bike_demand
11,4,5,0,1,1,19.3,16.8,85.69,0.0,0,0.0,15.8,100.0,15.9,low_bike_demand
12,6,10,0,0,1,21.6,18.3,81.47,0.0,0,0.0,0.2,94.7,16.0,high_bike_demand
21,1,12,0,1,0,2.5,-5.1,57.48,0.0,0,0.0,10.5,79.3,16.0,low_bike_demand
23,5,8,0,0,1,21.4,18.4,82.84,0.0,0,0.0,15.2,81.3,16.0,low_bike_demand
13,0,7,0,1,1,29.3,17.8,49.86,0.0,0,0.0,11.2,92.8,16.0,low_bike_demand
10,0,3,0,1,1,13.8,0.0,38.85,0.0,0,0.0,12.8,0.0,16.0,low_bike_demand
14,4,7,0,1,1,30.9,22.1,59.5,0.0,0,0.0,18.3,56.2,16.0,low_bike_demand
22,6,2,0,0,0,7.1,6.7,96.83,0.011,0,0.0,0.0,100.0,1.0,low_bike_demand
21,6,3,0,0,1,15.6,4.0,45.95,0.0,0,0.0,36.8,99.2,16.0,low_bike_demand
17,0,6,0,1,1,27.0,17.3,55.43,0.0,0,0.0,9.6,67.3,16.0,high_bike_demand
7,4,3,0,1,1,10.5,-1.7,42.36,0.0,0,0.0,13.2,82.5,16.0,low_bike_demand
4,5,10,0,0,1,8.0,5.5,84.05,0.0,0,0.0,0.0,25.3,16.0,low_bike_demand
2,3,4,0,1,1,13.2,11.2,87.64,0.0,0,0.0,8.7,99.6,15.9,low_bike_demand
9,3,12,0,1,0,8.1,3.3,71.47,0.0,0,0.0,11.0,90.9,16.0,high_bike_demand
11,6,8,0,0,1,21.6,20.0,90.43,0.022,0,0.0,16.0,92.7,10.8,low_bike_demand
11,3,3,0,1,0,7.1,0.0,60.65,0.0,0,0.0,19.8,91.1,16.0,low_bike_demand
4,2,12,0,1,0,-1.4,-5.1,75.9,0.0,0,0.0,5.0,25.3,16.0,low_bike_demand
12,0,9,1,1,1,27.7,13.8,42.46,0.0,0,0.0,17.8,24.4,16.0,high_bike_demand
4,2,3,0,1,1,6.0,4.3,89.0,0.0,0,0.0,10.6,100.0,15.8,low_bike_demand
17,6,6,0,0,1,27.1,21.1,69.55,0.0,0,0.0,19.6,52.3,16.0,high_bike_demand
20,6,10,0,0,1,8.8,7.8,93.67,0.0,0,0.0,15.7,100.0,5.4,low_bike_demand
7,2,6,0,1,1,18.7,14.9,78.77,0.0,0,0.0,21.1,89.7,16.0,low_bike_demand
10,3,6,0,1,1,23.3,10.8,45.21,0.0,0,0.0,0.9,24.4,16.0,low_bike_demand
12,1,3,0,1,0,7.3,0.0,59.98,0.0,0,0.0,18.2,93.8,16.0,low_bike_demand
15,5,11,0,0,0,21.7,11.1,51.05,0.0,0,0.0,0.5,82.2,16.0,high_bike_demand
10,5,6,0,0,1,18.8,14.5,75.99,0.04,0,0.0,6.0,94.3,16.0,low_bike_demand
15,5,6,0,0,1,30.5,18.4,48.43,0.0,0,0.0,13.1,89.3,16.0,high_bike_demand
5,0,4,0,1,1,11.8,7.7,76.16,0.0,0,0.0,0.0,88.9,14.2,low_bike_demand
6,5,5,0,0,1,7.6,4.9,83.18,0.0,0,0.0,4.8,79.3,16.0,low_bike_demand
1,6,6,0,0,1,24.0,18.8,72.97,0.0,0,0.0,19.3,44.6,16.0,low_bike_demand
0,1,11,0,1,0,7.7,-2.8,47.25,0.0,0,0.0,11.5,82.9,16.0,low_bike_demand
22,6,4,0,0,1,19.1,14.0,71.99,0.022,0,0.0,5.4,99.2,16.0,low_bike_demand
10,5,8,0,0,1,27.1,22.8,77.28,0.0,0,0.0,6.9,53.0,16.0,high_bike_demand
1,3,12,0,1,0,7.8,3.9,76.28,0.0,0,0.0,26.9,100.0,16.0,low_bike_demand
10,5,1,0,0,0,2.1,-4.4,62.01,0.0,0,0.0,30.7,100.0,16.0,low_bike_demand
12,0,10,0,1,1,11.6,5.6,66.68,0.0,0,0.0,32.6,98.7,16.0,low_bike_demand
3,2,7,0,1,1,23.6,20.7,83.65,0.0,0,0.0,6.7,96.0,16.0,low_bike_demand
9,5,6,0,0,1,22.8,9.5,42.65,0.0,0,0.0,43.8,29.0,16.0,high_bike_demand
9,1,1,0,1,0,4.9,1.7,79.74,0.0,0,0.0,6.7,100.0,16.0,low_bike_demand
6,5,12,0,0,0,10.0,7.8,86.48,0.0,0,0.0,18.4,100.0,16.0,low_bike_demand
7,2,10,0,1,1,12.2,7.2,71.47,0.0,0,0.0,7.3,89.1,16.0,low_bike_demand
9,2,2,0,1,0,-0.9,-4.0,79.8,0.0,0,0.0,5.2,79.3,16.0,low_bike_demand
13,3,11,0,1,1,11.0,-2.7,38.05,0.0,0,0.0,0.5,91.1,16.0,low_bike_demand
15,2,4,0,1,1,15.0,-3.2,28.43,0.0,0,0.0,8.3,26.4,16.0,high_bike_demand
17,4,10,0,1,1,14.2,9.4,72.7,0.0,0,0.0,12.2,82.5,16.0,high_bike_demand
17,5,7,0,0,1,30.6,14.4,37.4,0.0,0,0.0,10.8,79.3,16.0,high_bike_demand
15,2,5,0,1,1,18.6,3.8,37.48,0.0,0,0.0,15.3,83.9,16.0,low_bike_demand
13,4,6,0,1,1,28.8,11.0,33.16,0.0,0,0.0,18.0,26.4,16.0,low_bike_demand
21,2,5,0,1,1,16.1,6.7,53.57,0.0,0,0.0,29.3,44.6,16.0,low_bike_demand
19,0,5,0,1,1,19.3,0.7,28.62,0.0,0,0.0,36.3,32.7,16.0,low_bike_demand
11,3,9,0,1,1,21.6,18.4,82.09,0.022,0,0.0,10.5,90.6,16.0,low_bike_demand
10,5,10,0,0,1,14.4,9.3,71.36,0.0,0,0.0,14.6,25.3,16.0,high_bike_demand
23,0,5,0,1,1,9.3,-1.2,47.9,0.0,0,0.0,19.2,99.6,16.0,low_bike_demand
20,5,6,0,0,1,23.7,20.1,80.3,0.0,0,0.0,13.5,50.7,16.0,low_bike_demand
14,4,3,0,1,0,5.5,-10.1,31.53,0.0,0,0.0,14.0,24.4,16.0,low_bike_demand
